TWAP Cost,USD Cost
1103471.8110603513,1000000.0
1074104.6077639982,1000000.0
954405.5398828345,1000000.0
1002761.5748682047,1000000.0
1087949.251450684,1000000.0
975566.6707021928,1000000.0
1222316.272190018,1000000.0
887047.6923270505,1000000.0
809392.0229053076,1000000.0
1015414.1316635392,1000000.0
998409.3435993328,1000000.0
1131520.7512268256,1000000.0
919230.5522060455,1000000.0
929069.166481988,1000000.0
961076.9947584021,1000000.0
927052.2681417313,1000000.0
1011496.0989152836,1000000.0
910840.1653744543,1000000.0
994493.0986568067,1000000.0
968141.2244430942,1000000.0
1022117.6262042549,1000000.0
1089625.052932663,1000000.0
857726.6431010544,1000000.0
1110013.9996137582,1000000.0
966804.2621961412,1000000.0
1014865.4567354115,1000000.0
950211.2721209063,1000000.0
823297.6162679454,1000000.0
1239285.6664262677,1000000.0
853229.8948344518,1000000.0
927768.5249467477,1000000.0
1077562.9310099042,1000000.0
997682.0497958037,1000000.0
949094.3408870739,1000000.0
926702.8008053508,1000000.0
1101040.745416005,1000000.0
896333.3003791099,1000000.0
963157.6316113854,1000000.0
1040152.2049825336,1000000.0
968582.6842842401,1000000.0
1186962.170936923,1000000.0
1173626.4144165947,1000000.0
1207622.7805369298,1000000.0
971188.1451773102,1000000.0
901929.0902056457,1000000.0
1179440.7828867608,1000000.0
1165917.1662503686,1000000.0
977982.2718941938,1000000.0
1106888.163231004,1000000.0
966100.5688734897,1000000.0
