P_twap,P_usd
91.77887669786799,91.02541244648745
93.43528200432652,93.14456628837839
96.98940298667875,96.88450842995574
85.70915595347032,85.30634327391834
94.94710990861904,94.628269299335
89.50722080520718,89.03087341863575
106.83025534021289,106.43803186113726
94.47943209249435,93.64366573225031
118.91699270283591,117.9538718679812
107.10286850881462,106.73017121862317
98.70718751601535,98.43814164669926
101.86598394067275,101.68824782056913
90.47778418680727,90.35876488995632
111.49373650787652,110.9038309919631
107.31019796672288,106.90634706925428
102.75288790750359,102.57561682546203
116.38085886579267,115.68866881967695
97.59365009077322,97.15959637177609
93.09946512550187,92.69269680301852
94.61540997422324,93.64275112467126
96.41012367372686,95.62667903855353
103.33807322912172,103.0406013260462
88.72483577476069,88.31910759911159
115.41997244652659,114.77225035106939
105.16762211985777,105.04325454609189
74.24123181755664,71.67951554999904
88.12725224885699,87.69917548943342
106.10139517910042,105.76461452869668
114.1322676464715,113.52013061665104
90.65830476764506,89.87739998932324
103.35685396630458,102.91305075378601
86.10975536349234,85.8646331268983
108.05065077925515,107.62683253588183
92.67535300677868,92.04817287605835
90.8378746162291,89.69245345632005
121.83999437461114,119.42910708770543
93.62158269360529,93.3812298227839
103.06210014592183,102.96320763778009
113.32874190320722,111.6115104401534
94.72216396350899,94.36441299442463
110.93202065269661,110.68168638485736
95.61066188269557,95.10048111683412
95.8923084628289,95.6299561359008
114.72891381420267,113.12535236495447
99.84351398330044,99.46327186858703
119.49442179016178,118.63910927412567
93.45457592888236,93.02137804103569
74.99622126880313,73.74972762190635
98.21713830601183,97.9026081007538
88.65519717859682,88.30615707811697
123.70027871542804,122.80278294985348
96.71034169558456,96.35160967935958
82.6408767783131,82.21566512186806
89.72684628180343,89.36311501547034
96.30599506033654,95.83216412809817
94.3385666273134,93.89197462245964
97.485985102462,97.24695222812699
90.5074865152241,90.10686062896082
109.95320541471929,109.6650893884495
105.82531594886952,105.68206431805662
94.27188187343464,93.9777248531914
102.7468336209566,102.53878773764457
85.48819161367632,84.81526694069697
89.36433385593187,88.81733826656745
114.6795566941248,114.32027080235602
110.77317640083847,110.50588054420214
106.2155651232895,106.02357774298093
86.85244103536887,85.6812484933939
112.38736779299226,111.88207079360873
112.93417411150958,112.14733515425594
95.06237002116016,94.74694736382965
111.0505942726261,110.88216792477792
109.59680365542054,109.02303602994617
96.3381393636755,95.82871600230995
101.03895977475115,100.88851337984956
91.4600347759504,90.95185079592211
86.49051802591823,85.6301497867591
98.61547062320142,98.25940610004375
106.84036084617235,106.29310073570896
116.35750701483781,115.83136140861939
99.70088805520444,99.14362548438719
89.7374457360495,89.58411061334934
97.42974675824266,97.24933310121062
94.72747595244041,94.40717992368991
115.77248805787373,115.48492700999647
90.56714228680495,90.36998815435356
117.59026271236092,115.8377426003198
97.09540289400007,96.92311726249466
90.71979098327121,90.27690621857296
99.72580480294185,99.58351476538851
89.23659379417123,88.97955341027307
99.82321520982612,99.74632010244538
91.86580995966445,91.34040043108469
83.07509528279681,81.35227250424089
101.28070274789847,101.13329740334645
81.80816600213373,80.33829784530677
91.00471675605874,90.50231167505332
91.63739590776132,91.43783561032977
93.59437897593459,93.20475650873617
103.6861233845677,103.49429163680557
94.76034082613117,93.76406125459776
127.68235522711012,125.22234487199698
108.35512850630764,108.01303267125805
86.18101917968214,85.95798030211033
104.47666752558338,104.09694412530921
119.3766407343414,116.2206402949019
92.53009287246661,92.17531426512211
90.0604040726729,89.85000550910148
92.84919206170014,92.75858525373019
109.18149163969348,109.0317167789539
96.02541713336676,95.662876777232
102.95027944867,102.11693372910828
113.22999255110828,112.77154879937855
100.82165158900311,99.27373713401136
109.54575439545661,108.94892649814483
106.43983899979922,105.85036742119337
93.50844286445052,93.3974081430393
98.88927185451615,98.79329868870367
104.41234123759337,104.07800524147183
106.0254170220829,105.69673047600097
107.3325612984915,107.10507707958249
96.40384336646727,96.1590519636914
91.44898550125805,91.07733068802094
107.3083896035962,106.99084388455654
107.3239945030509,106.43416398617362
124.3485749650115,121.96218296731689
95.65761239644559,95.51138825031181
82.29704617521604,81.02887913627741
99.22700985484354,98.90493213585607
107.7087280361915,107.42700723583486
111.8004073682337,111.37092069910592
105.9495170808289,105.54030479235598
101.68094828434013,101.28866873709228
102.18748663110219,102.07286373242974
96.85539796031802,96.12944402411131
120.18481141632363,118.95958536692244
115.23210618008706,114.41618330880763
107.89401365136136,107.61706841098265
119.02801403136348,118.29014399395173
112.7379428599542,111.54707120680585
105.23116325854005,104.7964160728604
91.60637731415056,91.2242183353736
96.34618816331223,95.95223150062388
84.32655752048005,83.89473393373937
98.16586182276828,98.04002198572826
93.55098581522279,93.15656814848552
114.62902821897865,113.32917211763494
99.46669976670529,98.98224349290898
104.60479098344148,104.28070067039393
87.78396630443544,86.97747091711965
95.7771776516025,95.276957554838
105.11317202947899,104.96604500447766
104.53369954177218,104.32645425028895
132.52648621895608,130.09788994520954
