TWAP Cost,USD Cost
1101200.052356357,1000000
1092725.3573133016,1000000
1016581.2805308176,1000000
933125.8695974397,1000000
895926.6355047881,1000000
1002929.1419869746,1000000
1017106.3896904249,1000000
1000691.1432408035,1000000
1246652.812759595,1000000
1148793.5807008257,1000000
999206.6049057456,1000000
963795.1268309236,1000000
943204.2482671742,1000000
1047691.7826907056,1000000
911384.1818779763,1000000
992872.7379572353,1000000
1170739.8533195138,1000000
1053723.996196626,1000000
871583.9828200209,1000000
1095268.8857949022,1000000
976365.7719032828,1000000
971124.4537832558,1000000
1009188.1794371541,1000000
980418.7002566452,1000000
1187397.1133125937,1000000
1011370.7235079152,1000000
985043.2894484488,1000000
1086132.639338323,1000000
922568.1750388716,1000000
1068041.5216020348,1000000
989762.961133504,1000000
983362.550269135,1000000
933005.7772932501,1000000
972521.3281787275,1000000
941939.1320281791,1000000
1058660.5604781075,1000000
1099553.6043075274,1000000
871307.1468566791,1000000
1068556.4676285437,1000000
792099.0235241676,1000000
1042313.3859238835,1000000
814052.9075629623,1000000
1006650.0273046945,1000000
862729.0039486982,1000000
954910.045564102,1000000
925748.3703584655,1000000
1098033.3045843898,1000000
899320.5555274189,1000000
811843.6019794653,1000000
1045305.0774968426,1000000
918245.6772993361,1000000
877616.1513360185,1000000
1268462.9601273702,1000000
1155013.9803753258,1000000
982882.5644921459,1000000
1082546.3006380792,1000000
829768.6969421913,1000000
1096773.2152428757,1000000
921260.1909559512,1000000
932512.8838936522,1000000
970613.8177371309,1000000
861914.1015834636,1000000
1098847.0427410945,1000000
1123999.7475883418,1000000
1228318.6015752414,1000000
1303838.7834133706,1000000
922685.4496041336,1000000
994951.626621807,1000000
920186.6002708348,1000000
1053143.0900221213,1000000
1059565.3819049862,1000000
926295.3985386058,1000000
954554.3159098362,1000000
1227241.565238436,1000000
1013645.5398768454,1000000
1089500.843640674,1000000
1059504.2138509338,1000000
876941.6771278062,1000000
811958.8593286652,1000000
1010096.9625170704,1000000
1041943.1304427498,1000000
1105657.654117486,1000000
799094.376663427,1000000
1023107.935878874,1000000
877121.1624344001,1000000
1219286.7623822165,1000000
1014837.8527796646,1000000
969275.8549389209,1000000
