TWAP Cost,USD Cost
963769.3187963278,1000000
1169147.9935725727,1000000
944918.6007562845,1000000
989699.6371568575,1000000
885886.1015285831,1000000
979488.8204409205,1000000
885084.5691668984,1000000
1259660.2097629493,1000000
998830.3534564093,1000000
974499.194366626,1000000
989972.2850037165,1000000
898412.586292989,1000000
1155095.0587733586,1000000
843202.1142711556,1000000
802633.1069516306,1000000
995490.1872493698,1000000
924333.9727045598,1000000
998005.8461281231,1000000
983852.5032476584,1000000
979711.2210443541,1000000
909672.1507027395,1000000
966600.4399077599,1000000
933923.8214578228,1000000
1084741.9873556446,1000000
1039655.8426648867,1000000
876458.0444733305,1000000
984394.8720321713,1000000
957278.3726841854,1000000
925210.4251600909,1000000
946002.7146968028,1000000
1044706.5907418885,1000000
1174412.742994752,1000000
867999.2060753441,1000000
1134936.7286414101,1000000
1080881.529044551,1000000
885155.9924419634,1000000
1263348.7520665997,1000000
872266.2385564414,1000000
878205.4071914065,1000000
789711.7258570147,1000000
952352.9567826433,1000000
843152.7500386913,1000000
1051083.4452690843,1000000
1078133.2382905611,1000000
1162287.885041271,1000000
1024974.400995988,1000000
954050.7472731154,1000000
788008.8519539237,1000000
1062132.978109751,1000000
1013476.3534322983,1000000
1070499.8542419567,1000000
854355.5080068931,1000000
1138682.8506439314,1000000
871166.7140023124,1000000
866597.2840065204,1000000
1029509.939195207,1000000
1084106.5275727708,1000000
1012635.6860661627,1000000
961103.2595582346,1000000
982876.8793611369,1000000
953797.7593193585,1000000
823878.6418425431,1000000
867283.6525506604,1000000
1109027.238642972,1000000
875523.6105669733,1000000
1141008.453263911,1000000
991984.3570639635,1000000
1165366.5592867492,1000000
1125058.705349729,1000000
1099825.2711343924,1000000
1114298.2787832355,1000000
927880.6958028213,1000000
1004574.7703407028,1000000
975915.6513376236,1000000
913834.5784042771,1000000
887441.6549148667,1000000
1018192.1338169974,1000000
973921.8987989129,1000000
973020.3010521962,1000000
1045406.299814137,1000000
851530.8738266462,1000000
831368.2715893232,1000000
992256.5392796679,1000000
916363.6558430142,1000000
946174.9412481089,1000000
858730.8415738371,1000000
1294834.0694559175,1000000
1034212.8616792341,1000000
1029953.1431972076,1000000
1004158.3464904744,1000000
1281065.1887978886,1000000
1090979.2296683462,1000000
916061.6072886054,1000000
1283751.161755991,1000000
870862.8320222241,1000000
906949.5031856565,1000000
1045141.7515690374,1000000
1078503.7303983315,1000000
1058144.0425355088,1000000
1039015.0213966517,1000000
954766.3240869652,1000000
1048010.7352133136,1000000
923935.3900653342,1000000
992305.2813799881,1000000
963370.9317942645,1000000
918804.5917948374,1000000
1287850.433351577,1000000
1079655.0948306813,1000000
947305.9468095308,1000000
971815.5385121504,1000000
901622.166387973,1000000
1095170.02344777,1000000
936091.2006818348,1000000
946903.8828002881,1000000
997708.1568161387,1000000
1103268.9283819108,1000000
894794.7977351896,1000000
863359.1291071258,1000000
1084185.529728174,1000000
1063116.9147867325,1000000
887182.4967921586,1000000
1221256.512377052,1000000
950397.428789603,1000000
870167.7808081063,1000000
843999.8882646062,1000000
966439.2566873317,1000000
837197.6438612168,1000000
1158469.0695510076,1000000
973182.7754842658,1000000
1060147.3214255644,1000000
1074828.677925221,1000000
979408.177201317,1000000
1088335.7925891816,1000000
1091723.2565118875,1000000
1040579.3887860635,1000000
1104024.3631497028,1000000
1114755.354032277,1000000
1028514.8583421957,1000000
905259.2549724649,1000000
931059.3082276992,1000000
906121.283831216,1000000
956415.534948975,1000000
997886.7277090037,1000000
954577.327267971,1000000
929164.0052046182,1000000
1041718.8299695887,1000000
959571.7878500351,1000000
1159456.7075847636,1000000
1063205.0924970333,1000000
911411.3046163969,1000000
1051015.917951263,1000000
1052390.250263995,1000000
997949.9259741494,1000000
945725.5994253944,1000000
895240.3137620873,1000000
917785.2818088526,1000000
944950.1046604441,1000000
1074521.444966372,1000000
1083107.6057391004,1000000
943934.9448229801,1000000
1072771.4631785618,1000000
826351.7577245235,1000000
1102245.8969087992,1000000
884690.482342183,1000000
1121292.1585033329,1000000
976444.827331526,1000000
1096509.613071056,1000000
1052194.0831584486,1000000
851381.9959904643,1000000
1008189.0349632849,1000000
962738.3799416443,1000000
932646.4086302065,1000000
815451.3083008454,1000000
931859.5747571068,1000000
1045758.2294886365,1000000
1089485.0538195493,1000000
1136824.5732499228,1000000
983687.2574031348,1000000
1046678.8543004334,1000000
1090781.309532004,1000000
965375.7138944721,1000000
1049759.8957926836,1000000
1005021.2129370125,1000000
969767.4006748176,1000000
1051906.9832620164,1000000
1045564.699190237,1000000
1050850.2652929055,1000000
974865.9967339745,1000000
887369.9259272532,1000000
1054477.4529365674,1000000
1146575.9840739123,1000000
918444.5047688218,1000000
1041135.5206576126,1000000
1050936.0601073715,1000000
1122072.8246329252,1000000
877120.7706485005,1000000
1169821.7032197202,1000000
907697.0979495082,1000000
988954.2096718238,1000000
964381.7048784957,1000000
1030809.7978257182,1000000
1110582.0299985553,1000000
1174725.3882990128,1000000
1043812.1929241337,1000000
958570.1692371754,1000000
1043088.0677117674,1000000
1016646.2966384479,1000000
1060922.727645494,1000000
1107697.7373152755,1000000
862630.1763517448,1000000
1114677.5170270912,1000000
908182.1706097762,1000000
889218.8559727401,1000000
882157.3644962865,1000000
991222.8280520323,1000000
1010809.8193442335,1000000
932118.3693555552,1000000
939731.9712547747,1000000
922088.8339604744,1000000
823620.6850705097,1000000
902146.6447509592,1000000
831287.560893906,1000000
880348.6550912821,1000000
1022670.3357442557,1000000
998781.0510712445,1000000
915702.2273401057,1000000
1100951.949649141,1000000
817529.6607976401,1000000
868894.4465102551,1000000
1029159.8500542126,1000000
799614.5836708572,1000000
885360.8336169001,1000000
1034935.4391363405,1000000
1001942.4406036345,1000000
1000697.1459480622,1000000
915686.8101986455,1000000
1031993.5477289569,1000000
1110023.1135068377,1000000
979729.1262495476,1000000
986033.0812285909,1000000
965808.9594366534,1000000
1045781.7782712342,1000000
1056780.184853135,1000000
1188707.461656814,1000000
1009730.586298612,1000000
1001193.173211209,1000000
966244.2528267613,1000000
949016.4036832029,1000000
1163274.299626175,1000000
1039553.6277227701,1000000
1037105.4266388587,1000000
1053751.5509884236,1000000
1154009.2701902231,1000000
944064.8789247307,1000000
970243.6987216505,1000000
810865.9901736645,1000000
1158496.231690374,1000000
873338.5563122237,1000000
820194.9631934612,1000000
969111.0029217487,1000000
921634.2140739787,1000000
1014014.2163432403,1000000
860552.9665239236,1000000
1043449.354200386,1000000
923668.1206155145,1000000
1046287.2158424449,1000000
1075114.583408324,1000000
976075.4562710504,1000000
962597.2450229047,1000000
888677.5793686961,1000000
1102079.529099237,1000000
1060584.35983559,1000000
1148191.3909157605,1000000
1060581.9047130516,1000000
1109645.5331822094,1000000
984112.753005047,1000000
1106985.8395333907,1000000
997557.46482608,1000000
1017758.8316989698,1000000
869713.8380940241,1000000
1006238.6825427659,1000000
862384.2649952037,1000000
925940.7300412324,1000000
920387.7810876762,1000000
1087703.5569072566,1000000
1218859.3397896225,1000000
848734.4623453977,1000000
1009753.6156003143,1000000
929494.5583306961,1000000
955513.6579408379,1000000
1334191.4455348717,1000000
1054286.5983885506,1000000
998871.7157192444,1000000
1061050.9595043012,1000000
1118989.2818135212,1000000
973299.5452551075,1000000
986032.9164334784,1000000
995374.9367434351,1000000
977818.5409902268,1000000
1008410.6287975886,1000000
886498.5565326505,1000000
965260.7766674269,1000000
1139053.0998897338,1000000
1061700.0375601312,1000000
1050696.200853376,1000000
871434.0833980547,1000000
971762.4234501676,1000000
996524.4837517014,1000000
1093676.6406109908,1000000
992669.3375798933,1000000
777186.7801725538,1000000
1123615.9658327028,1000000
1073333.521845122,1000000
856144.1855555584,1000000
1021467.0865915361,1000000
810507.216771655,1000000
923749.7801976398,1000000
944324.929966165,1000000
1007581.4541780708,1000000
951217.9385811324,1000000
1079543.3684403053,1000000
1090304.902500218,1000000
1090591.518193533,1000000
1089587.6274409278,1000000
1170172.882098612,1000000
1048413.9381947655,1000000
811407.1006611906,1000000
992501.201286951,1000000
1102005.4266139304,1000000
972149.2094585273,1000000
893652.5752878552,1000000
1046012.6211941139,1000000
1022859.6064389743,1000000
1034070.5926928179,1000000
1010216.1638603776,1000000
1116000.6578919399,1000000
920764.4347552405,1000000
806887.2881636893,1000000
1025853.5599886214,1000000
1069196.4125977224,1000000
1129217.934713534,1000000
968228.2765729504,1000000
805753.6324435464,1000000
846985.3891920635,1000000
941796.37110543,1000000
1004419.3690122329,1000000
979385.8213141846,1000000
914456.6074460008,1000000
871206.7148313231,1000000
1023017.9478248344,1000000
1224602.144777028,1000000
948390.7840915889,1000000
1000576.5185692632,1000000
999719.6631923475,1000000
1133280.0160636746,1000000
934416.6883500075,1000000
880520.7182090267,1000000
957833.5711798511,1000000
912482.5454568665,1000000
896279.851695976,1000000
911357.0663701039,1000000
872315.5812601183,1000000
826514.744989554,1000000
1079533.0882045233,1000000
940098.0529504382,1000000
1201050.4057865127,1000000
829827.6410947553,1000000
891191.6429810238,1000000
1138033.2225858492,1000000
953015.2857186121,1000000
905690.2156422235,1000000
895968.2367932281,1000000
858664.3679973444,1000000
978399.7951434324,1000000
995862.9435444252,1000000
955604.2536627515,1000000
1075859.592023503,1000000
994071.4750221905,1000000
941253.8338003798,1000000
813285.6572170747,1000000
1073185.3688216596,1000000
1188153.9969203044,1000000
992775.1052835373,1000000
929262.8529078113,1000000
1082617.353588102,1000000
1032875.4533874631,1000000
837584.6197748503,1000000
1088446.6074038038,1000000
1015619.1262758778,1000000
998428.5048330204,1000000
1018364.1324847323,1000000
969140.9004730968,1000000
970279.8632721205,1000000
976886.1774777448,1000000
920321.484695039,1000000
887266.8633728988,1000000
1067766.0536731135,1000000
1117945.0665687595,1000000
1058817.2455711637,1000000
940691.4492665577,1000000
848115.2509122865,1000000
973173.9223602862,1000000
979397.1027720221,1000000
889759.1734025604,1000000
885244.7842423699,1000000
944388.1562036083,1000000
961960.3968928105,1000000
1165726.1306284473,1000000
1240632.084820957,1000000
1076610.485428328,1000000
987072.8424101375,1000000
900950.7365311568,1000000
841794.3354075508,1000000
1024572.8128069509,1000000
1121137.9328586624,1000000
910674.8634702235,1000000
1144152.5171085144,1000000
909606.9901841169,1000000
1174458.5492685847,1000000
836412.0001983938,1000000
1018164.4528731678,1000000
914759.5887301711,1000000
1087690.4408725172,1000000
1039529.4193129357,1000000
952145.5822781954,1000000
980001.1794801496,1000000
855790.5369358709,1000000
884571.5074852238,1000000
1099705.7721312647,1000000
952849.5748774383,1000000
1074153.54373405,1000000
1041887.5222164079,1000000
1120572.1790141445,1000000
877483.3707658681,1000000
984844.2455038093,1000000
888377.1937744207,1000000
822918.2070046304,1000000
993537.0131667468,1000000
1039390.301021188,1000000
1076138.8916111055,1000000
916774.192524282,1000000
833605.477805348,1000000
964353.1835017,1000000
798167.8166691944,1000000
920849.1329082203,1000000
1059278.5403741125,1000000
1071098.2574519934,1000000
898476.1632012972,1000000
877989.6009388304,1000000
1005295.8571023745,1000000
984850.6857761261,1000000
901831.3805032163,1000000
1035139.7570980133,1000000
1066180.5615991855,1000000
1000158.643121648,1000000
945916.4798665146,1000000
1002407.5570512376,1000000
892878.3512260681,1000000
1152643.3723573736,1000000
1082776.5598091562,1000000
1353600.9383019777,1000000
912078.5684451624,1000000
916662.5641428375,1000000
1032626.6977154217,1000000
907303.503019493,1000000
975238.2839326974,1000000
1049873.6036841802,1000000
870146.348915694,1000000
837501.5980478191,1000000
893434.6211545578,1000000
873586.6405568697,1000000
955159.8280499435,1000000
1108294.9301221014,1000000
1045321.6510933295,1000000
1129536.1463233593,1000000
1063943.3377282196,1000000
942461.8387946545,1000000
1033366.8239575098,1000000
965545.5405868107,1000000
964740.2514673948,1000000
882137.0048512918,1000000
1034917.6145174793,1000000
918611.2387849258,1000000
1023128.4683355404,1000000
1090059.912098967,1000000
1006237.0173980473,1000000
1156677.978981035,1000000
1000137.665797499,1000000
975972.2067944488,1000000
802656.1941574775,1000000
971635.9701444865,1000000
984119.1013133114,1000000
1099128.1600624437,1000000
1072413.7973620845,1000000
850509.3138680734,1000000
1004666.322654814,1000000
1030713.8620522346,1000000
1149618.7641605888,1000000
1019094.8706873514,1000000
1061945.6590772334,1000000
993146.7058138752,1000000
1019618.3289683706,1000000
1207618.3667384482,1000000
1133191.7778288533,1000000
1204925.5945231444,1000000
967951.4086331325,1000000
988202.6027365623,1000000
1188157.5814861644,1000000
978636.8911136312,1000000
869709.5329287666,1000000
1026716.7935479652,1000000
862382.8521182936,1000000
1248949.887649747,1000000
1154652.369353415,1000000
1049228.7945575854,1000000
1013923.3031133625,1000000
1042715.4055379106,1000000
963576.8343202437,1000000
870099.196438411,1000000
1099323.0792059996,1000000
931673.6240282855,1000000
941019.2108245387,1000000
861310.429052714,1000000
1007694.20534481,1000000
1118126.7537852386,1000000
913729.7695906687,1000000
1038823.3138294809,1000000
1138613.8410477715,1000000
1026154.7954672542,1000000
913199.5284198005,1000000
1002539.3996518542,1000000
926575.768043784,1000000
865744.2287791953,1000000
964332.9207352819,1000000
1025193.8265511034,1000000
1095951.315190568,1000000
968905.259397925,1000000
1106612.3014646834,1000000
985831.4533891934,1000000
796800.2822224358,1000000
1187813.7813880825,1000000
1088988.99346362,1000000
882825.9573942717,1000000
1198831.9041767027,1000000
1053409.4448733465,1000000
915594.9145075915,1000000
1062949.0092479265,1000000
1006991.1671170001,1000000
1029425.7431613714,1000000
1067231.8414656764,1000000
979943.5563958707,1000000
964351.3785788158,1000000
1088881.9196347108,1000000
902737.524856365,1000000
1292417.7547847177,1000000
1021793.3437892273,1000000
870393.9275104074,1000000
998329.8556648963,1000000
894619.240409186,1000000
1011637.866807959,1000000
1017074.535638763,1000000
918393.7126876283,1000000
913197.7946706053,1000000
1009504.5301544255,1000000
1032245.2531553182,1000000
1071482.585108186,1000000
1063676.7448818125,1000000
1044776.5006772792,1000000
889322.8305925047,1000000
944052.9519455532,1000000
790550.4409285821,1000000
988161.5008928858,1000000
952703.9192473927,1000000
1063293.8974027557,1000000
1099871.9720851958,1000000
998404.0984736113,1000000
959750.5034317507,1000000
916213.5322445179,1000000
898367.2245448547,1000000
1133589.0197051552,1000000
1151381.7257759762,1000000
1128271.0427383103,1000000
904452.6637004067,1000000
901675.5019810261,1000000
939704.749979025,1000000
1103400.531352422,1000000
973274.0651293895,1000000
964751.7817545495,1000000
1018733.4574657216,1000000
840895.8843942062,1000000
990438.4631731338,1000000
955770.2715166826,1000000
1077227.3697027208,1000000
1058110.5397968173,1000000
1138890.0699420667,1000000
1000541.6841776294,1000000
959817.9595543091,1000000
1035386.8426469788,1000000
945690.2232222204,1000000
1048008.4804644592,1000000
830307.9688610003,1000000
1110479.1728447524,1000000
922921.9842765064,1000000
956832.0247711951,1000000
908150.6551084204,1000000
817755.7714873429,1000000
952445.8233838863,1000000
881065.5454613395,1000000
1050365.4476365962,1000000
915332.7796670009,1000000
956828.1267293838,1000000
878025.8228293074,1000000
875685.3017360864,1000000
1047686.9889026278,1000000
1080428.9832902881,1000000
977870.257391943,1000000
1056271.780555678,1000000
917715.9209376117,1000000
892014.5960449607,1000000
1115522.9606788727,1000000
906306.567765357,1000000
941219.7844633424,1000000
932981.3784982105,1000000
1013650.4954471324,1000000
999462.2158179957,1000000
1042545.8273409959,1000000
905590.2323786509,1000000
1063834.5566380147,1000000
891331.1407674174,1000000
969312.4141052938,1000000
1073990.945379478,1000000
983200.4002023069,1000000
862021.5149608047,1000000
823682.5191241944,1000000
963907.210598139,1000000
1025869.3050156852,1000000
968755.4392291155,1000000
968778.8110634356,1000000
873906.1725580717,1000000
896637.0503738122,1000000
956106.6929060178,1000000
1023906.7847646332,1000000
1050691.6104147127,1000000
1037594.2102366879,1000000
1057198.6866058146,1000000
1085938.672166624,1000000
1068384.998465859,1000000
857319.983789763,1000000
1076981.4615010838,1000000
973647.994208463,1000000
1004270.323855444,1000000
1091021.2396718704,1000000
1013630.8866089518,1000000
831284.2485723543,1000000
842222.5047134894,1000000
1011125.4598561052,1000000
1039641.569711795,1000000
1081947.4493430613,1000000
899230.0931473081,1000000
949156.563720538,1000000
945586.0631965761,1000000
1070584.4932670286,1000000
959836.1321878881,1000000
1001030.6085488603,1000000
932578.5611760835,1000000
884528.9977323102,1000000
937645.8039108668,1000000
1007320.1962243095,1000000
958398.3073024768,1000000
936304.4374598864,1000000
1121412.123983465,1000000
1015887.1017628108,1000000
1076138.2384660859,1000000
968357.6740447559,1000000
967058.4037516717,1000000
1071572.5803363505,1000000
1142251.0508562569,1000000
789943.0487863638,1000000
869875.3362697661,1000000
1262227.647581225,1000000
804749.0964291347,1000000
914936.2394725931,1000000
1081820.3802446115,1000000
1026245.8807896525,1000000
927510.4085346718,1000000
951555.4180864491,1000000
1060585.0029461654,1000000
1120343.8034143804,1000000
1089304.931325217,1000000
934408.7583846811,1000000
856043.7856901534,1000000
989387.7862200397,1000000
1006710.2556440943,1000000
1091539.9691744864,1000000
1015933.3511209269,1000000
1072003.0311488807,1000000
993500.2355177545,1000000
899525.5911170288,1000000
779462.2985308445,1000000
900465.2920317086,1000000
1173522.3122395677,1000000
898074.1901975211,1000000
984542.4190592469,1000000
857296.7427148808,1000000
1086151.5762624652,1000000
1076528.6971516937,1000000
1096470.9423423894,1000000
1013441.4019979537,1000000
1047798.1012416602,1000000
1087858.2042851043,1000000
1115115.2243646684,1000000
904912.6401230717,1000000
1220354.4871497978,1000000
993020.7731164376,1000000
934433.5330222055,1000000
1084616.2278115402,1000000
915912.4690007548,1000000
966018.2075299808,1000000
1010267.2541784488,1000000
929456.7725827211,1000000
938412.1467854495,1000000
1167202.4352866153,1000000
1066370.4036725548,1000000
1041427.1706291528,1000000
920239.5188914697,1000000
943286.4926672875,1000000
1395002.4829363255,1000000
873262.8755797545,1000000
1005597.1509252215,1000000
1097158.607331734,1000000
1022253.0205560247,1000000
1180387.834692851,1000000
791169.1375162996,1000000
1195882.0939218318,1000000
877540.903173987,1000000
1091668.9682069095,1000000
934604.7105628188,1000000
1150870.1799404158,1000000
1014817.981134542,1000000
967986.9154836535,1000000
1003018.5722636674,1000000
1117308.6647674602,1000000
1017786.8313086275,1000000
992776.8225970742,1000000
960341.8113006105,1000000
949227.8382144012,1000000
1017773.1630405249,1000000
1052837.6779848696,1000000
864282.4866308123,1000000
1065540.036002567,1000000
1044761.131244337,1000000
826184.4566453188,1000000
1115618.2248375725,1000000
988585.9225564908,1000000
933853.1456659246,1000000
1068945.3483988983,1000000
1077051.562327656,1000000
906343.520425887,1000000
946855.4468533683,1000000
881680.457079387,1000000
1069275.8339751528,1000000
893751.9759210187,1000000
912533.0568590212,1000000
1017985.096708341,1000000
1072463.1721875223,1000000
1232840.3956609203,1000000
966510.6462314025,1000000
880904.5005876676,1000000
1135286.102103494,1000000
998224.5753845915,1000000
994187.2219562528,1000000
1022949.9146958864,1000000
930237.1266025105,1000000
813215.3100240795,1000000
1106053.8020449616,1000000
927420.6164395722,1000000
929377.3607918154,1000000
1058979.218205431,1000000
1062788.0108321602,1000000
905195.6906852423,1000000
1042721.9666078567,1000000
960969.3742456017,1000000
895969.8117578799,1000000
1180798.9742129226,1000000
812081.0691306058,1000000
1001604.6412136045,1000000
1190523.1668624359,1000000
1029519.6879465723,1000000
1054738.193871831,1000000
1184446.720774078,1000000
937729.9088006085,1000000
957364.1878960542,1000000
1119415.5579823458,1000000
982357.7567704861,1000000
968007.9652957446,1000000
1051009.9783725254,1000000
948657.1299519691,1000000
936249.877704723,1000000
1113430.1268439924,1000000
1140525.7293098725,1000000
1081499.8437067664,1000000
813708.244655247,1000000
914390.3083959367,1000000
920611.2008996651,1000000
983791.3736305841,1000000
1108585.9755988687,1000000
839754.129484353,1000000
945671.9832728002,1000000
1292339.5964122133,1000000
974859.8059804473,1000000
1138905.673619248,1000000
1036643.1606022614,1000000
935849.5350228172,1000000
824354.5058436831,1000000
801704.5544761335,1000000
1257019.8427225752,1000000
1092273.7209594483,1000000
1030057.1066346384,1000000
1053547.647660211,1000000
891132.9531006118,1000000
895253.2098114814,1000000
1023970.4258742587,1000000
946986.9686631885,1000000
843608.5310902505,1000000
1037691.0176161698,1000000
899114.5237380494,1000000
1084873.9478352387,1000000
946683.2679197624,1000000
911955.448185702,1000000
1079501.25958567,1000000
1077627.57236435,1000000
1043317.1004735152,1000000
1034851.5081103803,1000000
1122013.773344108,1000000
1053229.2184388356,1000000
1001240.0987666394,1000000
886945.4051640638,1000000
988862.369167984,1000000
858372.6037933126,1000000
1024809.17316656,1000000
917703.7074688242,1000000
981505.4531470528,1000000
836302.9767618983,1000000
1009951.9906715946,1000000
953942.0501222073,1000000
974362.5720447951,1000000
1157632.2611666718,1000000
986543.1767160371,1000000
1028343.835632588,1000000
1138903.3923854462,1000000
824415.9107913579,1000000
1081345.7569596278,1000000
838735.1664664422,1000000
932469.261129598,1000000
975281.5609069443,1000000
1110595.2981642073,1000000
808345.616543581,1000000
1005794.7016091829,1000000
884872.5621410523,1000000
1072076.7280705231,1000000
992259.3658883207,1000000
841919.574608357,1000000
920242.6027518798,1000000
1028248.194292738,1000000
1109449.5599400736,1000000
870743.7605964458,1000000
959547.6179769392,1000000
1020379.0797575708,1000000
1082345.5438170244,1000000
1029929.2545117758,1000000
1013786.1001520136,1000000
1184573.9097789242,1000000
913085.2203892367,1000000
946383.4997635061,1000000
868097.3141956427,1000000
929340.7401030104,1000000
1078779.880310721,1000000
1118729.2212140851,1000000
1036336.1366226107,1000000
1079379.592419987,1000000
1042588.1212447793,1000000
1000502.527896478,1000000
1082751.9599470736,1000000
1027071.2542723023,1000000
1041697.8140426403,1000000
1006120.5626989002,1000000
1029942.8984854687,1000000
1115674.9827064618,1000000
945810.6209671908,1000000
944781.966110969,1000000
1218224.3098741784,1000000
952242.9747838676,1000000
945584.7103302554,1000000
1330423.3568848951,1000000
909479.2501388513,1000000
966240.4767465105,1000000
1013946.5646960774,1000000
1109579.5279982304,1000000
1160710.4805574906,1000000
1063717.4301486218,1000000
843662.8112865428,1000000
985418.072851288,1000000
1012402.7048015787,1000000
965554.3995879891,1000000
896637.1713517619,1000000
897917.9907706464,1000000
981537.146152798,1000000
941814.2426925966,1000000
1013488.3452967007,1000000
1071935.1663928784,1000000
1048024.6746751446,1000000
1094921.1792553042,1000000
