TWAP Cost,USD Cost
874121.2701546231,1000000
906839.5725717691,1000000
992600.0150832642,1000000
1045560.9341025724,1000000
1063850.9222199072,1000000
905961.4317679993,1000000
1125184.7629296554,1000000
837866.9087767521,1000000
1019522.6914779024,1000000
1034878.7029738748,1000000
994806.9476302469,1000000
1093085.674868185,1000000
1025627.0889551053,1000000
1036372.4364655825,1000000
968375.9072438114,1000000
988228.2053405227,1000000
1081345.8656125558,1000000
920215.4043975458,1000000
986277.766268237,1000000
862469.335079074,1000000
848793.4613455943,1000000
1165084.1975948042,1000000
810558.3766626427,1000000
983152.1795060217,1000000
1063781.9053389868,1000000
998666.5875192239,1000000
891689.8829749101,1000000
1053894.3128826472,1000000
989276.9188923939,1000000
1164013.281033211,1000000
922154.332474,1000000
987783.6837496617,1000000
1086000.0886559833,1000000
923338.3262551863,1000000
1126992.1617906666,1000000
872516.7994074406,1000000
963956.4702019044,1000000
1108752.2335443045,1000000
1058707.3723443479,1000000
932214.5589377977,1000000
961010.4890436501,1000000
736308.9744008598,1000000
1091826.5632758013,1000000
1029353.3496693,1000000
973536.2392336918,1000000
1112453.4525139248,1000000
1010244.0758314893,1000000
1141673.329133921,1000000
899462.2384326374,1000000
956681.551166925,1000000
939254.2070783357,1000000
865080.4416295784,1000000
1064972.3704294185,1000000
933963.4893518144,1000000
1069699.7549716993,1000000
995414.2885615,1000000
974626.7223178917,1000000
860722.6140900474,1000000
913339.2222154195,1000000
949838.398838733,1000000
1050467.5086314166,1000000
1013810.857624462,1000000
1004182.1651902685,1000000
1008955.4168807518,1000000
920793.8352529036,1000000
960753.4943764968,1000000
1056976.5066729025,1000000
964331.5374825182,1000000
1142274.8564256555,1000000
1126768.69995133,1000000
936283.3668184233,1000000
987225.147020589,1000000
1004835.9167914343,1000000
875681.5014162186,1000000
818291.6668275406,1000000
1070541.5850063548,1000000
881662.9585451814,1000000
1011672.4761805017,1000000
912571.0218143448,1000000
1039286.9008540332,1000000
896792.0272328987,1000000
1012531.9530063397,1000000
1019825.0461061181,1000000
852285.4814748963,1000000
1040446.7521704118,1000000
996402.4621801573,1000000
972481.121739878,1000000
1252172.6471129518,1000000
970941.5873646867,1000000
1006872.9156903072,1000000
866922.5933207284,1000000
1001338.2708845076,1000000
992764.741500743,1000000
1268896.9202314024,1000000
1214375.35254534,1000000
939310.338746313,1000000
990702.9029895483,1000000
964407.1340022945,1000000
852741.1151313147,1000000
802874.9715301042,1000000
1001101.830422088,1000000
881596.2492509251,1000000
972532.2637302813,1000000
1027216.0237383539,1000000
1101783.9583746796,1000000
984927.135359393,1000000
819189.1933244895,1000000
881470.8195381303,1000000
964589.6548690695,1000000
961696.9318963821,1000000
839704.166756531,1000000
804529.9267388954,1000000
994929.7577191786,1000000
893007.1597557594,1000000
1066761.9233240245,1000000
1061302.2841854698,1000000
1032536.6432477321,1000000
1047742.5093753982,1000000
1124067.2416311188,1000000
971390.3628483242,1000000
1008473.6998591899,1000000
763479.0626244928,1000000
938320.0946864462,1000000
991355.2183557523,1000000
1172406.6889437563,1000000
1108653.712403412,1000000
961747.7941411152,1000000
1023736.320331365,1000000
991871.1894515587,1000000
947990.9425601828,1000000
1003674.8421671315,1000000
886119.4459125114,1000000
1114391.9512532898,1000000
1118873.70268677,1000000
960842.263911942,1000000
1032655.4545901064,1000000
936982.9654646232,1000000
993867.4215686001,1000000
1068294.5925892373,1000000
