TWAP
1371662.8434553146
1058222.5053552545
1066109.856993952
1320256.8980190915
1199963.5568059403
1050209.2259626992
1029043.9116635957
1125063.709097533
1060620.3566353782
1265690.882206365
970184.2174234327
1163980.7896892012
1276814.3392895414
974124.0222161025
1036486.8546891229
1096551.0860620828
1256989.1437680905
1297761.657333384
1251258.465621509
1102289.1820570924
1092392.4774363237
1270421.1058290498
1114815.8629266957
1271024.939166919
1027646.8580028171
1078452.0979337161
1113346.6312172837
1017890.6423084689
1148144.5656411701
1043594.1502395213
989854.2863935897
1163974.6219146154
1130626.069417672
1373776.7994243992
1270862.494846404
1321691.1948123272
1276975.4430161996
1385965.599693639
1070750.4348922283
1245312.2264262787
1142373.326281567
1040952.0935360073
1212653.008219256
1244622.8947040732
1136972.134655559
1073292.530438698
1147560.40525971
1073899.2343348437
1100849.7183161844
1215882.5047037199
1112562.127753778
1247502.0747671092
1146183.102027564
1037785.2340256554
1220461.04726705
1058214.9331996457
1146469.0573834043
1311279.7777389304
1211060.651955038
1143478.238134082
977809.8408107283
1197445.8411675002
1222597.787270239
944007.4038505584
963413.6253489093
1160382.3421398879
1140343.4282386322
1071444.4338171415
953469.7410469335
987225.791200658
1050703.2926992124
1286195.3526364623
1197115.4660333244
1008759.6289778755
1037215.2658130713
1174609.0556187546
1189012.4083807007
1258557.759478305
1172492.3926737919
1068420.3263319426
1012411.0271880695
1054559.34382021
1200783.273546907
1248247.155744212
1236237.5010101264
1068786.0478554773
1186391.0790617077
1112650.9500890502
1008491.1345476751
1190091.4213433475
1121777.7561317133
1026308.6123964242
1248057.4887678022
1254989.811854453
1085979.1281762377
1078681.8324093428
1215339.2696445805
1093096.1157530106
1163818.4662823305
1064432.744080516
1093831.5348355314
1245411.1244098477
976077.0296907508
1211922.6165130336
1171161.6835065593
1157484.936379519
1295815.900312841
1233322.5171207367
1049472.1987200424
1018789.7060972471
1257747.1001302318
918432.6314356348
1150853.9922304493
1398227.6173146786
1100587.422064906
1010848.7463635986
1044202.2302460597
940232.7622824125
1109805.7685466376
1220172.687299718
1361468.8322971603
1106960.583178453
911562.6650268781
1129427.3004315782
1227921.8742430918
1452022.1778321322
1236709.6118214647
1218783.7690462372
949363.9867330382
933713.0875298146
1507300.584483195
1104383.3684220556
1192971.1141610336
1119211.6936083757
1377753.3799469753
1268924.5387520057
1091018.040089394
1125972.5637603884
1015029.8616447066
1255045.5076713937
1069773.0505397494
1030263.3639216509
1172719.538497968
1251866.660645875
1239540.7784698317
1172127.6196013137
1110318.3100279435
1174592.8043794145
1196302.8297815563
1295643.5954909297
1153272.0653293096
956444.2465370256
990435.1945589016
1159591.7759916747
965814.4749085279
1128013.1304467018
1102126.3680275255
1052166.4129441122
1201558.5814465054
1259837.8499325926
1329785.6310883758
1193498.1055739096
1067881.9264402639
1084400.983581917
1265313.8148152353
1127664.777424073
1159526.4987949375
1124861.3504698728
1109009.247875686
1166406.1724620226
1197130.8715124016
1289856.2940184367
1085196.6324312624
1007421.9169071653
1361071.5372209537
1101322.163800396
1154841.8889394521
1081693.6795490377
1232508.8025328482
1085746.4451576495
1242365.0341976038
1243328.9556855606
1114806.5200306855
1023964.3121233705
973167.6239938409
1212468.0248536107
1065883.7641222882
1197632.3788219264
1065578.079521074
1069228.720429938
1185761.8301559975
981217.9793023132
1077730.4579517858
986941.9420933557
1247155.4214814347
1206264.5390248727
1139575.5768926393
1219507.8824981907
1060975.7737287215
1291160.349190057
993629.8066460701
1360679.3364127192
1168830.2084799765
1117332.8705856395
1097838.2197275253
1051127.0930292793
927045.3996941571
1282789.7507105635
1009362.9086968434
1193960.6465862812
1045507.4724514659
1210023.7898477563
922899.2841425715
1174193.6759500767
917263.7943957417
1516977.051654846
1329743.335568208
1131520.8048474144
1054320.5677334052
1066740.6350841974
984271.6567252319
1070442.611237776
1069777.8303163573
1267454.3542005252
1259047.3924864589
1134924.9035420285
1364223.3662426919
1190491.1085769543
1204685.1172099847
1182667.4532673117
1227214.746048996
1026186.6802940018
1136811.4751560844
1113595.2980673574
1184747.5266294042
1083396.0325351064
1186703.6127748864
1008319.7498756024
1165985.3981980216
924665.983403989
998809.2348842985
1174606.7049817496
1075334.639926957
984012.4998934125
993306.8716240415
1208334.6736124835
1050656.4187234729
1114229.1546314254
995205.3925923646
1244388.136336388
1184045.7232310248
1118637.616762764
1242383.9089424592
1240161.4442016839
993379.3720957036
984576.3810142252
1068532.3459275563
1171883.4257042808
948471.8910285967
1146946.907280482
945699.2926639973
1056683.2094984876
1163320.893453328
1060661.9185429455
1223649.9310501744
1123700.0659682148
1139509.2348029334
1059660.0089492027
994129.8359876202
1123230.8602233063
1325810.8105095485
1023926.0155399537
1113300.0830391038
1301742.413343016
1081857.8695507399
915254.3401792102
1357692.4137323315
1131495.6244919295
1142429.1924759408
1201303.2024953573
918545.4929371707
914807.7028841809
1225533.7568539933
1264599.727963754
1376500.3693091823
1106516.5537879323
1034033.3689432305
1315546.37342644
1184613.1418414027
1051868.6849449615
1459609.0918294836
1041583.5515072012
1114730.272593846
1249721.8374446598
1038673.4098315412
981485.5764223381
1074935.4689561739
1398030.498403759
1129936.5312646255
1254411.4143772044
1156301.8933829768
1117757.1275794574
1081017.0519693245
1206528.3617670648
1153705.3392891567
1145130.4425154363
1195861.0559327945
993603.9522183924
1234833.4265313102
987686.703610195
1134007.7686829572
1233210.108777459
1286754.667956398
920418.1132726333
1085149.9147907256
1147894.944432307
1265345.80975013
1159181.0213284842
1220905.4293337036
1004022.6603452782
1537248.8801666861
1031504.365116321
1034219.9460100975
1209408.9854127069
871108.4937370725
977240.7884835129
1086435.1366412607
1223068.1338115272
1350943.9910348537
1178533.0471413427
1226053.5858625597
1038454.6361510245
1000304.6686572637
1185856.5697779432
1240130.951916749
1455159.350827479
1221833.7563324943
1130794.6201702831
1311158.816695267
1094646.7416701608
1435912.3898955344
1045516.8600013184
1124723.2740979455
1223513.9576917044
1384911.9959721288
1226225.5584783568
1073521.5684666466
1047499.5563694362
1011855.0841194105
1217605.8312441038
1298967.3995452016
1057804.6745833692
1073411.2769240264
961861.2910120382
1245120.1750428658
1137521.7833884011
1245025.3884242089
1165958.3218738986
1079678.907892963
1403638.6102961767
1431785.952954775
1125946.4154241674
1255562.1354304512
1050422.5640886656
966514.7305142328
1068780.5973488684
1120073.4581785116
1156061.9037099394
1057340.7100897492
1211714.0238074134
1175191.387348996
1094137.8815986065
1148039.893598648
1014269.1367581477
1347738.61334459
1292174.3865374397
1220699.4573141485
1053933.8870662746
1099889.6730439258
1066865.5804908855
1158501.5432138569
862320.1515274077
1133687.6954662867
1115821.4840729851
868684.0697824771
1017414.2068831153
1193114.7936369171
1125444.0975375797
1076746.3918251581
1193474.334160946
1152949.5077096235
1391226.7468828543
1044863.3977891112
1036912.4292069282
984549.6341706426
1180528.3210251166
1149177.7195689513
1469000.0371020841
1061807.3147717626
862842.9416979157
1199932.953454681
1378856.387655763
1336532.665960592
1014986.2898798333
1402298.9868634967
1326294.4135912315
1032580.0827728392
1118959.4801252836
1178396.0769883597
1222526.4439732987
1016349.142550321
1164763.6607474266
1151931.832116149
1213667.6522433572
1177680.9205937868
1476109.9031499627
1187695.70861835
1012877.07083873
1295456.9235694127
987924.9731126148
1040554.8414093918
1259718.425962884
1124542.50655169
1195325.0226924848
1016847.9998300015
1149811.1708795545
1059794.5628165002
1453465.5997582546
1432758.0354093346
1151237.3760653932
1039729.4079830898
1086980.5857563897
1049266.4485347753
1431794.1046688028
1167062.6923076604
1008095.2052194421
1209119.3605516637
1056819.5224290187
1103370.8154337513
1274341.2791577375
1081839.4991757874
1197604.4071914838
1150065.9864606382
1014655.286886684
1135104.4884923378
1176459.2140214632
1223809.569194781
1117625.2949181732
1149831.315108802
1163744.5597390772
1083657.2402157164
1346065.1824675568
1130231.8386599645
878588.6582367467
1122222.7932941082
1202261.320850536
1102748.4432792268
1004531.3198336475
1323817.6196082062
1079300.5156477857
1284196.699933855
1319181.3070115752
1261693.4582827315
1192899.9851574714
1164995.1810170829
1025179.7077721717
1460569.7636454818
992878.2622964644
1137432.8612936928
1216464.7371682709
1307333.7429244576
1065447.544348779
1037948.8344723189
1050746.5727879845
1261888.422886626
1025082.2161449452
1265884.4248607333
1222202.6650169017
1353739.6147555022
1246569.2362827153
1194699.1996051045
1218831.3309699364
1096356.069629884
1113182.873915256
1257319.3922420428
1210759.0888655174
1093279.4203219288
1055506.841550734
1257684.9521098882
1189661.156834335
1056422.3500116616
1247779.7504318783
1313083.7988988552
1347568.0295212106
1137494.4619532248
1363922.8173595779
1063023.4695648015
1011493.7825836145
1121295.3696695114
1023518.772649944
1007373.001947328
1246261.286666051
1022754.731615242
1442417.701300538
1203385.25298944
1050860.596458349
1312906.582324106
1238092.9447649976
1288706.0162213957
974223.3562750862
1150154.438296879
1113151.2809474724
1118158.177065703
1086737.638824815
1189942.6011232722
1155768.3559657745
982202.8854705184
1248372.711411647
993840.9540727838
1354872.1583102064
1224683.674118895
1076495.2227021588
1123051.9974064429
1024374.6163465165
1116693.4447843435
998776.2562471394
1032913.5365352838
1268784.657320786
1224211.5745660919
1352611.897379638
1123849.8616442
1204113.8629428172
1433405.7123593278
969620.4555311037
1099729.429978638
1152495.6300384528
1146862.5073536008
1186752.6786133526
1191690.2964261887
1033655.3456783753
1399469.0298230734
1047491.940469608
1200418.3368906407
948576.8930712494
1199461.2616562443
1035403.1083986699
907107.48804878
1392305.4007819185
1387555.5845340695
1262053.835099461
1189061.0470205834
1143378.8849884348
954796.3256523573
1207256.3062485035
1091112.4942088912
1073606.2376703687
1025484.3321043894
1238943.7124232089
1191621.6964541285
1125453.588791793
1190573.2962717356
1164674.8873937367
933460.8334170674
1186609.483234501
1363490.7578208686
1241157.1777811847
1134900.4431931903
1050816.34633277
1305470.6698654015
1133549.1518859412
1248269.7066668381
950820.7731093559
1086799.7692183312
1218146.9751706873
1318417.2767098788
1141843.8652458508
1514497.5620942235
1081990.479736976
1031534.1535358214
1169646.0735603077
1225961.7178936654
1174142.8282691634
902324.4456403523
1158364.835034803
996153.3950357478
1222466.2365423716
1267099.3784309393
1144246.36189805
1261041.572749413
1267878.692712995
1590618.1366312422
1141557.2171700122
976478.8680902492
1197993.9845682026
1163666.6241257405
1112349.3498594796
978431.5510393542
1174618.0570607511
1253217.5861151223
1169412.4771303993
1087715.8605432492
1072584.3973935153
1309538.9326909452
1081214.8030833025
948056.1497497773
1268878.420505466
862745.9986828174
1002030.7614419558
